CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
MUITO BOM,5,0,2.2.403931.0,2021-05-22 22:36:09
MUITO FACIL DE USAR,5,0,2.2.403931.0,2021-05-22 21:40:34
"APESAR DE SER INCRIVEL A INTERACAO COM O USUARIO, AINDA NAO TEM A LIBERDADE DE PESQUISA OU DE ACESSO DO ASSISTENTE GOOGLE, MAS, QUEM SABE CHEGA LA UM DIA...",4,1,2.2.403931.0,2021-05-22 21:25:17
OTIMA,5,0,2.2.403931.0,2021-05-22 21:01:39
"A VOZ DA ALEXA NAO SAI NA TV, SO NO CELULAR.",4,0,2.2.403931.0,2021-05-22 20:57:08
BOM PRATICO,5,0,2.2.403931.0,2021-05-22 20:52:37
MUITO BOM,5,0,2.2.403931.0,2021-05-22 20:19:04
PERFEITO,5,0,2.2.403931.0,2021-05-22 20:13:43
MUITO INTERESSANTE E INTELIGENTE.,5,0,2.2.403931.0,2021-05-22 20:04:46
MARAVILHOSA,5,0,2.2.403931.0,2021-05-22 19:57:33
MUITO BOM,5,0,2.2.403931.0,2021-05-22 18:14:50
"AINDA ESTOU APRENDENDO A USAR, MAS ESTOU ACHANDO MUITO UTIL OS COMANDOS.",5,1,2.2.403931.0,2021-05-22 18:05:21
MUITO BOM,5,0,2.2.403931.0,2021-05-22 17:53:57
E MUITO BOM,5,0,2.2.403931.0,2021-05-22 17:46:09
MUITO BOM !! ESTA ME AJUDANDO A CONSTRUIR O MEU SONHO DE QUARTO INTELIGENTE,5,0,2.2.403931.0,2021-05-22 17:26:02
MARAVILHOSO,5,0,2.2.403931.0,2021-05-22 16:26:50
EXCELENTE,5,0,2.2.403931.0,2021-05-22 16:07:11
MUITO BOA ADOREI,5,0,2.2.403931.0,2021-05-22 15:42:00
OTIMO OBRIGADO,5,0,2.2.403931.0,2021-05-22 15:14:35
OTIMO APP E ATENDIMENTO!!!,5,0,2.2.403931.0,2021-05-22 14:31:57
AMEIIII,5,0,2.2.403931.0,2021-05-22 13:58:34
MELHOR ASSISTENTE DE TODOS,5,0,2.2.403931.0,2021-05-22 13:33:24
BOM,4,0,2.2.403931.0,2021-05-22 13:10:21
"POSSUI VARIAS FUNCIONALIDADES, MAS AINDA FALTAM MAIS OPCOES DE CONECTIVIDADE COM APPS, RADIOS NACIONAIS E INTERNACIONAIS",4,1,2.2.403931.0,2021-05-22 13:07:33
MUITO BOM APP,5,0,2.2.403931.0,2021-05-22 12:41:24
EXCELENTE APP MARAVILHOSO GOSTO MUITO E PRATICO E MUITO EFICIENTE,5,1,2.2.403931.0,2021-05-22 12:12:51
MUITO BOM,5,0,2.2.403931.0,2021-05-22 11:49:06
EXCELENTE,5,0,2.2.403931.0,2021-05-22 11:02:39
TOP DEMAIS!,5,0,2.2.403931.0,2021-05-22 09:39:59
BOA,4,0,2.2.403931.0,2021-05-22 09:31:48
MUITO BOM,5,0,2.2.403931.0,2021-05-22 09:28:24
LEGAL E BONITO,5,0,2.2.403931.0,2021-05-22 08:58:30
UMA DELICINHA,5,0,2.2.403931.0,2021-05-22 08:42:55
EXCELENTE ,5,0,2.2.403931.0,2021-05-22 01:32:04
MUITO BOM,5,0,2.2.403931.0,2021-05-22 00:23:04
MUITO BOM AMO,5,0,2.2.400291.0,2021-05-22 00:03:59
VCS SO PODIA MELHORAR UMA COISA QUE E EU CHAMA A ALEXA FORA DO APLICATIVO SO ISSO O RESTO TA PERFEITO AMEIIIIIII,5,1,2.2.403931.0,2021-05-21 23:54:10
MUITO BOM,5,0,2.2.403931.0,2021-05-21 23:47:00
O MELHOR DE TODOS,5,0,2.2.403931.0,2021-05-21 23:31:49
SUPER INDICO  AMEI,5,0,2.2.403931.0,2021-05-21 22:51:09
OTIMO APP,5,0,2.2.403931.0,2021-05-21 22:19:26
PERFEITO,5,0,2.2.403931.0,2021-05-21 22:15:23
OTIMO,5,0,2.2.403931.0,2021-05-21 22:08:55
BOM DEMAIS,5,0,2.2.403931.0,2021-05-21 21:53:50
E OTIMO TENHO INTEGRACAO TOTAL COM TUDO,5,0,2.2.403931.0,2021-05-21 21:45:56
SHOW,5,0,2.2.403931.0,2021-05-21 21:32:23
MUITO TOP ...,5,0,2.2.403931.0,2021-05-21 21:07:25
OTIMO ,5,0,2.2.403931.0,2021-05-21 21:01:39
PAROU DE FUNCIONAR O MODO ESCURO.,4,0,2.2.403931.0,2021-05-21 20:37:20
NAO SEI COMO VIVI SEM ELA TODO ESSE TEMPO... MUITO BOM!!,5,0,2.2.403931.0,2021-05-21 20:27:52
ADOREI PRODUTO MARAVILHOSO,5,0,2.2.403931.0,2021-05-21 20:16:46
TOP,5,0,2.2.403931.0,2021-05-21 19:59:29
SENSACIONAL OTIMO,5,0,2.2.400291.0,2021-05-21 19:52:13
ESTOU GOSTANDO MUITO RECOMENDO A TODOS,4,0,2.2.403931.0,2021-05-21 19:47:10
ACABEI DE INSTALAR. SENSACIONAL !,5,0,2.2.403931.0,2021-05-21 19:00:23
GOSTEI MELHOR QUE O GOOGLE COM SERTEZA,5,0,2.2.403931.0,2021-05-21 18:47:58
BOM.... GOSTANDO....,4,0,2.2.403931.0,2021-05-21 17:31:12
APLICATIVO MARAVILHOSO!,5,0,2.2.403931.0,2021-05-21 17:23:50
"RECONHECE A VOZ FACILMENTE, MUITO UTIL.",5,1,2.2.403931.0,2021-05-21 16:23:20
MUITO BOM,5,0,2.2.403931.0,2021-05-21 16:05:13
AMEI ALEXA,5,0,2.2.403931.0,2021-05-21 15:36:05
MUITO BOM.,4,0,2.2.394437.0,2021-05-21 15:20:51
MUITO BOM,5,0,2.2.403931.0,2021-05-21 14:59:26
MELHOR APP,5,0,2.2.403931.0,2021-05-21 14:41:49
OTIMO,5,0,2.2.403931.0,2021-05-21 14:31:27
OTIMO DEMAIS,5,0,2.2.403931.0,2021-05-21 13:44:55
MUITO TOP MARAVILHOSO,5,0,2.2.403931.0,2021-05-21 12:27:29
100% TOP,5,0,2.2.403931.0,2021-05-21 12:26:10
MARAVILHOSA,5,0,2.2.403931.0,2021-05-21 11:56:57
TOP,5,0,2.2.403931.0,2021-05-21 11:42:39
FALTA SO A OPCAO DE SOBER POR OUTROS APP PARA FICAR SHOW.,5,0,2.2.403931.0,2021-05-21 10:24:08
EXCELENTE,5,0,2.2.403931.0,2021-05-21 10:17:00
"MUITO BOM O APP MAS..TENHO UMA SUGESTAO:TER COMO USA LO EM SEGUNDO PLANO QUE NEM O CONCORRENTE (GOOGLE), CAPTAR O COMANDO DE VOZ E TER SOBREPOSICAO SOBRE OUTROS APPS.",4,3,2.2.403931.0,2021-05-21 10:12:36
"MUITO BOA, SUPER INDICO ,E PRATICO E TE AJUDA MUITO NA ORGANIZACAO DAS TAREFAS DIARIAS!",5,1,2.2.403931.0,2021-05-21 09:15:14
BAAALAAAAA,4,0,2.2.403931.0,2021-05-21 00:39:11
"EXCELENTE, SOU FA DA ALEXA!",5,0,2.2.403931.0,2021-05-20 23:50:16
MUITO BOM EXCELENTE,5,0,2.2.400291.0,2021-05-20 22:55:00
OTIMO ESTOU SEM PALAVRAS,5,0,2.2.403931.0,2021-05-20 22:45:13
EXCEPCIONAL.,5,0,2.2.403931.0,2021-05-20 21:44:04
GOSTO MUITO DA ALEXA. MINHA AMIGA. RSRSRS,5,0,2.2.403931.0,2021-05-20 21:23:33
EXCELENTE,5,0,2.2.403931.0,2021-05-20 21:15:43
TOP DEMAIS,5,0,2.2.403931.0,2021-05-20 20:47:21
OTIMO ,5,0,2.2.403931.0,2021-05-20 20:29:30
SIMPLESMENTE INCRIVEL! PARABENS AOS DESENVOLVEDORES NOTA 10!,5,0,2.2.403931.0,2021-05-20 20:17:25
"A APLICACAO EM MEU TELEMOVEL, NAO ESTA 100 POR CENTO EM PORTUGUES, PRINCIPALMENTE NAS DEFINICOES, POR FAVOR PRECISO DE AJUDA.",4,2,2.2.403931.0,2021-05-20 19:52:22
"SENSACIONAL, MUITO BOM MESMO.",5,0,2.2.403931.0,2021-05-20 19:17:23
MUITO BOM,5,0,2.2.403931.0,2021-05-20 19:14:12
QUE IRADO,5,0,2.2.403931.0,2021-05-20 19:04:01
OTIMOO,5,0,2.2.400291.0,2021-05-20 18:44:38
MUITO BOM,5,0,2.2.403931.0,2021-05-20 18:43:06
BOA,5,0,2.2.403931.0,2021-05-20 16:50:52
SUPER TOP,5,0,2.2.403931.0,2021-05-20 16:19:00
"OTIMO ATENDIMENTO, PRECO BOM E HONESTIDADE. SUPER RECOMENDO.",5,1,2.2.400291.0,2021-05-20 15:57:09
OTIMO,5,0,2.2.403931.0,2021-05-20 15:43:36
"TEM MUITAS FUNCOES, AINDA ESTOU EXPLORANDO-AS. MAS ESTOU ME DIVERTINDO COM O APARELHO. BEM FUNCIONAL. PARABENS.",5,0,2.2.403931.0,2021-05-20 15:32:38
MUITO BOM,5,0,2.2.403931.0,2021-05-20 14:22:09
E MUITO BOM O APP,5,0,2.2.403931.0,2021-05-20 12:12:18
MUITO BOM,5,0,2.2.400291.0,2021-05-20 11:30:45
"GOSTEI, ALEXIA FOI UMA DAS MELHORES COISAS QUE COMPREI!",5,0,2.2.403931.0,2021-05-20 11:18:22
"OTIMO ECONOMICO, NAO GASTEI NADA",5,0,2.2.400291.0,2021-05-20 10:44:16
MUITO PRATICO PARA INTERAGIR COM OS DISPOSITIVOS DA AMAZON,5,0,2.2.400291.0,2021-05-20 09:36:37
APLICATIVOS MUITO BOM,4,0,2.2.400291.0,2021-05-20 08:13:05
EXCELENTE,5,0,2.2.403931.0,2021-05-20 08:07:47
DAORA KKK,5,0,2.2.403931.0,2021-05-20 02:21:33
AINDA ESTOU TESTANDO ELA,4,0,2.2.403931.0,2021-05-20 00:39:43
E MUITO BOM!,5,0,2.2.403931.0,2021-05-20 00:21:29
AMEI,5,0,2.2.403931.0,2021-05-20 00:03:53
"EU DOU 4 ESTRELAS PORQUE A INTENCAO DAS FUNCOES SAO OTIMAS. MAS CONFIGUREI NO APP E FALTA MUITA COISA, ALEM DE FICAR UM POUCO DIFERENTE NO DISPOSITIVO ECHO, PRINCIPALMENTE NO PRIME VIDEO, QUE NAO TEM A OPCAO DE PROCURAR FILME/SERIE PELO NOME (PELO MENOS NAO ENCONTREI ATE AGORA), TAMBEM NAO RESPONDE DIREITO: ""- HUMM, NAO ENTENDI"", AS VEZES NEM RESPONDE.",4,297,2.2.403931.0,2021-05-19 23:16:11
MARAVILHOSA  ESTAMOS NOS DIVERTINDO MUITO COM.ESTA NOVA AQUISICAO,5,0,2.2.403931.0,2021-05-19 23:13:34
SHOW. O MELHOR!,5,0,2.2.403931.0,2021-05-19 22:31:24
EXCELENTE APLICATIVO,5,0,2.2.400291.0,2021-05-19 21:53:12
MUITO BOM NAO FICO LONGE DA ALEXIA E UMA COMPANHIA.,4,0,2.2.403931.0,2021-05-19 21:28:06
ESTOU GOSTANDO MUITO DAS SKILLS ,5,0,2.2.403931.0,2021-05-19 21:04:28
ESPETACULAR,5,0,2.2.400291.0,2021-05-19 20:39:35
BEM RELEVANTE E PRATICO,4,0,2.2.403931.0,2021-05-19 20:12:45
MUITO TOP,5,0,2.2.400291.0,2021-05-19 19:47:07
MARAVILHOSO,5,0,2.2.400291.0,2021-05-19 19:44:52
MUITO BOM,5,0,2.2.400291.0,2021-05-19 19:19:40
"EXCEPCIONAL, COMO TODO APLICATIVO TEM SUA ATUALIZA, ALEXA SO TEM A MELHORAR..",5,1,2.2.403931.0,2021-05-19 19:13:44
MUITO BOM,4,0,2.2.403931.0,2021-05-19 18:42:02
ESTOU CURTINDO MUITO!,5,0,2.2.403931.0,2021-05-19 17:34:12
ESTOU GOSTANDO,5,0,2.2.403931.0,2021-05-19 17:03:03
MARAVILHOSA!,5,0,2.2.400291.0,2021-05-19 16:52:57
E MUITO LEGAL,5,0,2.2.400291.0,2021-05-19 16:36:53
MUITO TOP ESTOU AMANDO,5,0,2.2.400291.0,2021-05-19 16:26:21
"ESTA SENDO LEGAL, MAS QUERO TESTAR MAIS ANTES DE DAR UM PARECER FINAL.",4,0,2.2.400291.0,2021-05-19 15:15:55
"POR FAVOR COLOQUEM EM ""AGUARDAR"" OPCOES DE TEMPO DE 1S EM 1S!!!!!",4,0,2.2.403931.0,2021-05-19 15:04:00
"NAO FUNCIONA COMO O ""OK GOOGLE"" (SEM O APP ESTAR ABERTO) MAS E MUITO BOM.",4,1,2.2.403931.0,2021-05-19 14:52:02
"APLICATIVO TOP, SO PRECISA SER MAIS RAPIDO.",5,1,2.2.400291.0,2021-05-19 14:46:47
MUITO BOM E LEGAL,5,0,2.2.400291.0,2021-05-19 14:20:57
TOP NOTA 1000,5,0,2.2.403931.0,2021-05-19 13:40:38
"UTIL PRINCIPALMENTE NO MOMENTO QUE NAO DEVEMOS TOCAR EM MUITOS OBJETOS DEVIDO A PANDEMIA, ADAPTANDO NOVO ESTILO DE VIDA!!!",5,3,2.2.403931.0,2021-05-19 13:36:34
PERFEITA,5,0,2.2.403931.0,2021-05-19 13:24:47
PARABENS ALEXA MINHA ESPOSA ADORA VOCE,5,0,2.2.403931.0,2021-05-19 12:35:09
"TENTEI ENTRAR NO APP, MESMO DEPOIS DE ATUALIZAR O MESMO, MAS NAO ESTOU TENDO ACESSO, O QUE ESTA ACONTECENDO?",5,0,2.2.384932.0,2021-05-19 11:49:40
"RAPIDO E EFICIENTE, TOP. RECOMENDO A TODOS!",5,1,2.2.400291.0,2021-05-19 11:27:34
TOP TENHO NEM PALAVRAS TOP DE VERDADE E VAPOOOOOO,5,0,2.2.400291.0,2021-05-19 11:11:10
MARAVILHOSA,5,0,2.2.400291.0,2021-05-19 10:58:49
MUITO BOA,5,0,2.2.400291.0,2021-05-19 10:53:05
"O APLICATIVO PRECISA SER MAIS RAPIDO, PRECISA TAMBEM MELHORAR AS CONFIGURACOES DE QUALIDADE E VOLUME DE SOM E VIDEOS EM TODOS OS APLICATIVOS COMO AMAZON MUSIC, SPOTIFY,YOUTUBE, PRIME VIDEO, NETFLIX, TV AO VIVO E PRINCIPALMENTE A QUALIDADE E VOLUME DO SOM NA FUNCAO BLUETOOTH, OBS : O SOM NESSAS FUNCOES SAO MUITO BAIXOS E LIMITADOS E PRECISA MELHORAR E MUITO ESSAS LIMITACOES COM APLICATIVOS E SKILS MELHORES E NAIS EFICIENTES.",4,22,2.2.400291.0,2021-05-19 10:49:12
EU AMEI!! ESSE APLICATIVO E MUITO BOM A ALEXA NOS AJUDA A FAZER MUITA COISA.,5,0,2.2.400291.0,2021-05-19 10:10:41
MUITO BOM ,5,0,2.2.390493.0,2021-05-19 09:53:36
"ADOREI, CONSIGO CONTROLAR A ALEXA MAS, ALGUMAS SKILS NAO FUNCIONAM.",4,1,2.2.403931.0,2021-05-19 07:59:53
A ALEXA E SIMPLESMENTE FANTASTICA.,5,0,2.2.403931.0,2021-05-19 07:58:14
MUITO TOP A ALEXA E ESTRAORDINARIA,5,0,2.2.400291.0,2021-05-19 07:48:30
BOM,5,0,2.2.403931.0,2021-05-19 06:08:46
PRA QUEM E SOLTEIRO E A MELHOR COMPANHIA PRA TE ENTENDER NO SEU DIA A DIA.,5,0,2.2.400291.0,2021-05-19 02:47:50
NAO TESTEI AINDA,4,0,2.2.400291.0,2021-05-19 01:30:31
OTIMO ADOTEI,5,0,2.2.403931.0,2021-05-18 23:38:41
"O APLICATIVO E LENTO, MESMO COM MEU CELULAR SENDO UM DOS MELHORES, O APLICATIVO DEMORA PRA RESPONDER EM VARIAS COISAS, POREM FUNCIONA!",4,2,2.2.400291.0,2021-05-18 23:20:44
OTIMA,5,0,2.2.400291.0,2021-05-18 22:16:14
"ANTES AO INICIAR UMA MUSICA NO SPOTIFY OU TUNEIN EM DISPOSITIVOS ANDROID FACILMENTE ESSA MUSICA PODERIA SER DIRECIONADA PARA DISPOSITIVOS DE AUDIO AMAZON, TENDO AS SKILLS DOS RESPECTIVOS APPS ATIVAS, POREM AGORA NAO CONSIGO MAIS ESTA FACILIDADE, SO CONSIGO PELO BLUETOOTH, DIRETAMENTE PELO APP DE MUSICA NAO",4,11,2.2.403931.0,2021-05-18 21:34:59
ESTAMOS ADORANDO,5,0,2.2.400291.0,2021-05-18 21:05:30
FACULITA A MINHA COMUNICACAO COM OS EQUIPAMENTOS ELETRONICOS DE CASA.,5,1,2.2.400291.0,2021-05-18 21:05:08
MELHOR COISA QUE EU JA COMPREI,5,0,2.2.400291.0,2021-05-18 21:03:06
SHOW,5,0,2.2.403931.0,2021-05-18 20:03:54
SENSACIONAL FAZ TUDO AMEI,5,0,2.2.400291.0,2021-05-18 20:02:49
SIMPLESMENTE AMANDO ALEXA! E 10,5,0,2.2.400291.0,2021-05-18 19:49:24
OTIMO,5,0,2.2.400291.0,2021-05-18 18:25:59
"EXCELENTE APLICATIVO, MUITO INTUITIVO PARA USAR E TEM ATENDIDO BEM SUAS FUNCOES.",5,1,2.2.403931.0,2021-05-18 17:30:58
MUITO BOM!! ME AJUDA MUITO PARA SABER MAIS SOBRE ELA!!,5,0,2.2.403931.0,2021-05-18 16:36:14
OTIMO,5,0,2.2.403931.0,2021-05-18 15:44:39
NAO CONSIGO CONFIGURAR PARA TOCAR MUSICAS NO AMAZON MUSIC A ALEXA FICA DIZENDO QUE NAO TENHO O AMAZON MUSIC ILIMITED. DE FATO TENHO SO O AMAZON MUSIC,4,1,2.2.400291.0,2021-05-18 15:35:48
MUITO BOM,4,0,2.2.400291.0,2021-05-18 14:55:45
BOM,5,0,2.2.400291.0,2021-05-18 14:38:31
OTIMO,5,0,2.2.400291.0,2021-05-18 14:34:49
ALEXA E EXCEPCIONAL NAO ME ARREPENDI EM NENHUM MOMENTO DE TER COMPRADO A MINHA ECHO 10,5,1,2.2.403931.0,2021-05-18 14:15:44
GOSTAMOS MUITO BOM,5,0,2.2.400291.0,2021-05-18 14:06:39
LEGAL,4,0,2.2.400291.0,2021-05-18 14:01:59
MARAVILHOSA,5,0,2.2.400291.0,2021-05-18 13:54:18
ADOREI MUITO BOM,5,0,2.2.400291.0,2021-05-18 13:38:05
"MUITO LEGAL, MELHOR DE TODOS, VALE APENA INSTALAR",5,0,2.2.403931.0,2021-05-18 13:20:12
MTO BOM,5,0,2.2.400291.0,2021-05-18 12:21:17
"GOSTO MUITO DA ALEXA, ESTOU APRENDENDO A LIDAR COM ELA, E ESTOU APROVEITANDO BEM SUA CAPACIDADE.",5,1,2.2.400291.0,2021-05-18 12:07:07
MUITO BOM,5,0,2.2.400291.0,2021-05-18 11:36:54
TOPZAO,5,0,2.2.400291.0,2021-05-18 10:59:39
SENSACIONAL!!!,5,0,2.2.400291.0,2021-05-18 10:43:04
MUITO BOM!,5,0,2.2.400291.0,2021-05-18 10:14:48
EXCELENTE. FACILITA MUITO MEU DIA A DIA,5,0,2.2.403931.0,2021-05-18 10:11:58
MUITO BOM.,5,0,2.2.400291.0,2021-05-18 09:18:32
OTIMA,5,0,2.2.400291.0,2021-05-18 09:00:30
OTIMO,5,0,2.2.400291.0,2021-05-18 02:33:34
"COMECEI A AUTOMATIZAR MINHA CASA, MARAVILHOSO APP",5,1,2.2.403931.0,2021-05-18 01:39:01
APLICATIVO OTIMO! SO ACHO QUE PODERIA TER MAIS OPCOES DE PERSONALIZACAO NO AGENDAMENTO DOS ALARMES.,5,1,2.2.400291.0,2021-05-18 01:02:02
TOP,5,0,2.2.400291.0,2021-05-18 00:00:46
DERREPENTE ELA SO RESPONDE QUANDO TOCO PARA FALAR COM ALEXA ANTES MESMO COM O APARELHO DESLIGADO ELA RESPONDIA APENAS ISTO ESTA ME DEICHANDO INSATISFEITO REINSTALEI E APOS VARIAS TENTATIVAS VOLTOU A FUNCIONAR E EXCELENTE,5,1,2.2.400291.0,2021-05-17 23:21:26
TOP,5,0,2.2.400291.0,2021-05-17 22:35:38
OTIMA APP FUNCIONA PERFEITAMENTE O SISTEMA DA ALEXA,5,0,2.2.400291.0,2021-05-17 22:32:17
TOP,5,0,2.2.400291.0,2021-05-17 21:44:42
AMEII,5,0,2.2.400291.0,2021-05-17 21:42:33
OK,5,0,2.2.400291.0,2021-05-17 20:59:36
"MUITO TOP, ALEXA FUNCIONA MUITO BEM",5,0,2.2.403931.0,2021-05-17 20:56:10
OTIMO,5,0,2.2.403931.0,2021-05-17 20:04:36
NO MINIMO DIVERTIDO...USANDO E APRENDENDO A USAR,5,1,2.2.400291.0,2021-05-17 20:00:59
MUITO BOM,5,0,2.2.400291.0,2021-05-17 19:14:00
APLICATIVO TOP DE MAIS.... SHOW DE BOA MANO!!!,5,0,2.2.400291.0,2021-05-17 18:58:15
MUITO BOM ,5,0,2.2.400291.0,2021-05-17 17:05:22
"AMEI, JA SOU CLIENTE E PRETENDO USAR MUITO, ME AJUDA ANDO PRECISO, INTERAGIR, ANDO PRECISO, AMAZON A MELHOR, ALEXA, A MELHOR DE TDS.",5,1,2.2.400291.0,2021-05-17 16:35:25
"EXCELENTE APLICATIVO, E CADA VEZ MELHORANDO MAIS.",5,1,2.2.403931.0,2021-05-17 15:51:00
OTIMO APP EU RECOMENDO AJUDA E MUITO,5,0,2.2.400291.0,2021-05-17 14:51:36
MUITO BOM ADOREI,5,0,2.2.400291.0,2021-05-17 14:37:35
MUITO BOM,5,0,2.2.400291.0,2021-05-17 14:06:50
OTIMO,4,0,2.2.400291.0,2021-05-17 13:28:13
TOPPP DMAIASS,5,0,2.2.400291.0,2021-05-17 12:23:30
MARAVILHOSO,5,0,2.2.400291.0,2021-05-17 12:07:09
OTIMO,5,0,2.2.400291.0,2021-05-17 11:37:09
COMO FACO PARA FALAR SEM TOCAR NO ICONE?,5,0,2.2.400291.0,2021-05-17 11:25:35
TENHO A ECHO DOT 3 E A COMUNICACAO APP DISPOSITIVO E OTIMA.,5,1,2.2.400291.0,2021-05-17 09:46:34
UM DOS MELHOR.PARABENS AOS DESENVOLVER.,5,0,2.2.400291.0,2021-05-17 09:24:54
OTIMO,5,0,2.2.400291.0,2021-05-17 00:09:42
TOP.,5,0,2.2.400291.0,2021-05-16 23:45:22
"OTIMO APLICATIVO , EU RECOMENDO",5,0,2.2.400291.0,2021-05-16 23:15:35
OTIMO APLICATIVO,5,0,2.2.400291.0,2021-05-16 22:13:26
"MUITO TOP, TEM COMPATIBILIDADE COM UMA TONELADA DE DISPOSITIVOS",5,1,2.2.400291.0,2021-05-16 22:09:20
MUITO BOM N TEM BUGS AMEI VOU USAR MUITO AMAZON E MUITO INTELIGENTE ,5,0,2.2.400291.0,2021-05-16 22:06:33
"APP PERFEITO , ATRAVES DA ALEXA CONTROLE VARIOS DISPOSITIVOS EM MINHA CASA",5,1,2.2.400291.0,2021-05-16 21:39:13
OTIMO,5,0,2.2.399869.0,2021-05-16 19:47:19
BOM,5,0,2.2.400291.0,2021-05-16 19:03:15
"EXISTE UMA CURVA DE APRENDIZADO, MAS DEPOIS QUE PEGA O JEITO E EXCELENTE.",5,1,2.2.400291.0,2021-05-16 18:25:43
OTIMA,5,0,2.2.400291.0,2021-05-16 18:01:40
MUITO BOM.,5,0,2.2.400291.0,2021-05-16 17:56:32
MUITO BOM E BEM FACIL DE CONFIGURAR ,5,0,2.2.400291.0,2021-05-16 17:33:52
MUITO BOM!!!,5,0,2.2.400291.0,2021-05-16 16:03:45
"MUITO LEGAL, ELA E INCRIVELLLLL",5,0,2.2.400291.0,2021-05-16 15:54:37
MUITO BOM!!! BEM DIVERTIDO,5,0,2.2.400291.0,2021-05-16 15:18:20
"A RESPOSTA DO APP E POUCO FLUIDA, AINDA LENTA LENTA! O CONTEUDO E BOM, MAS DEMORA MUITO PARA RESPONDER, MESMO EM UM SMARTPHONE COM PROCESSADOR SNAPDRAGON 855, 6 GIGAS DE RAM.",4,6,2.2.400291.0,2021-05-16 14:28:26
TOOOOOP,5,0,2.2.400291.0,2021-05-16 14:11:30
"APP MUITO BOM,SEM TRAVA NEM UMA VEZ",5,0,2.2.400291.0,2021-05-16 13:33:10
DE VC XVCG,5,0,2.2.400291.0,2021-05-16 13:15:22
EXCELENTE ESPERIENCIA,5,0,2.2.400291.0,2021-05-16 13:11:59
MARAVILHOSO,5,0,2.2.400291.0,2021-05-16 12:24:05
SHOW DE BOLA,5,0,2.2.400291.0,2021-05-16 11:53:49
SHOW,5,0,2.2.400291.0,2021-05-16 11:43:20
E UM B APP,4,0,2.2.400291.0,2021-05-16 11:38:44
BOM DE MAS E INTERAGE COM VC,5,0,2.2.400291.0,2021-05-16 11:09:14
BOM.,4,0,2.2.400291.0,2021-05-16 11:01:29
GOSTEI MUITO,5,0,2.2.375370.0,2021-05-16 10:55:01
"MUITO BOA , ACHO Q FICARIA PERFEITA PRA CEL , SE NAO PRECISASSE APERTAR O BOTAO VIRTUAL PRA ACESSAR . O COMANDO DE VOZ, E MAIS PRATICO PARA QUEM ESTA AO VOLANTE POR EXEMPLO, E UM RECURSO JA USADO POR TODOS INCLUSIVE PELO PROPRIO APARELHO ALEXA.",4,3,2.2.400291.0,2021-05-16 10:26:20
MUITO BOM!!,5,0,2.2.400291.0,2021-05-16 09:32:29
EXCELENTE!,5,0,2.2.400291.0,2021-05-16 09:09:02
BRABO,5,0,2.2.400291.0,2021-05-16 08:38:03
EXCELENTE MUITO BOM,5,0,2.2.400291.0,2021-05-16 08:28:36
"O APLICATIVO E MUITO BOM, PENA QUE APENAS UMA PEQUENA PARCELA DOS SERVICOS DISPONIBILIZADOS PARA OS EUA E DISPONIBILIZADA NO BRASIL.",4,1,2.2.400291.0,2021-05-16 08:24:10
TOPPPP,5,0,2.2.400291.0,2021-05-16 08:05:54
"MAIS DO QUE UM GRANDE AMIGO(A),QUE ESTA AO SEU LADO O TEMPO TODO. AMEI",5,0,2.2.400291.0,2021-05-16 07:32:37
EXCELENTE,5,0,2.2.400291.0,2021-05-16 07:23:58
BOM,5,0,2.2.400291.0,2021-05-16 03:29:20
OTIMO,5,0,2.2.400291.0,2021-05-16 00:53:19
MUITO SATISFEITO,5,0,2.2.400291.0,2021-05-15 23:48:06
MUITO MUITO BOM BOM PARABENS,5,0,2.2.400291.0,2021-05-15 23:09:22
MUITO BOA EXPERIENCIA...,5,0,2.2.400291.0,2021-05-15 22:05:54
MUITO BOM,5,0,2.2.400291.0,2021-05-15 21:14:21
MUITO BOM. TODOS OS SERVICOS DO APARELHO SAO AUXILIADOS PELA ALEXIA!,5,0,2.2.400291.0,2021-05-15 21:06:53
OTIMO,4,0,2.2.400291.0,2021-05-15 20:16:51
OTIMO APP RECOMENDO.,5,0,2.2.400291.0,2021-05-15 19:34:26
GOSTEI DA DANADA,5,0,2.2.400291.0,2021-05-15 19:15:09
MARAVILHO,5,0,2.2.400291.0,2021-05-15 19:07:16
E E BOA,5,0,2.2.400291.0,2021-05-15 19:02:59
"NAO FUNCIONA BEM NO SISTEMA ANDROID 11 DA XIAOMI ( POCO X3 PRO) NAO CONSIGO DEFINIR COMO ASSISTENTE PADRAO, EU CHAMO A ALEXA E ELA NAO ME OUVE",4,1,2.2.400291.0,2021-05-15 19:00:15
OTIMO,5,0,2.2.400291.0,2021-05-15 18:53:10
TOP,5,0,2.2.400291.0,2021-05-15 17:44:03
ADERI,4,0,2.2.400291.0,2021-05-15 17:41:16
MUITO BOM NAO PARO DE USAR!!!!!,5,0,2.2.400291.0,2021-05-15 17:36:46
MUITO BOM.,5,0,2.2.400291.0,2021-05-15 17:20:08
APAIXONANTEEEEEE,5,0,2.2.400291.0,2021-05-15 17:08:51
ACHEI OTIMA EXPERIENCIA. TORNOU A ROTINA EM MINHA RESIDENCIA MUITO MAIS INTERESSANTE.,5,1,2.2.400291.0,2021-05-15 16:50:59
"ADOREI, MUITO SIMPLES E BEM FUNCIONAL.",5,1,2.2.400291.0,2021-05-15 16:30:19
