CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
"O APLICATIVO TRAVA MUITO, DEMORA A ABRIR AS ABAS... NAO ABRE OS TIMERS DIREITO, PARA ABRIR TEM QUE SAIR UMAS DUAS VEZES PARA APARECER. POR ISSO DUAS ESTRELAS. PODERIA MELHORAR ESTE APP, PQ A ALEXA E TAO BOA, JA O APLICATIVO DE GERENCIAMENTO DA MESMA NAO E BOM. FUNCIONA, MAS E RUIM.",2,40,2.2.398067.0,2021-04-26 19:58:44
PESSIMA EXPERIENCIA APLICATIVO RUIN LENTO E O DISPOSITIVO BURRO NAO ENCONTRA O REPETIDOR DE INTERNET QUE ESTA AO LADO OU DIZ QUE A SENHA ESTA ERRADA SENDO QUE TODOS OS OUTROS DISPOSITIVOS ESTAO CONECTADOS A MESMA REDE ???? E AI AMAZON????,1,8,2.2.398067.0,2021-04-26 17:31:06
A IDEIA FOI BOA MAS E MUITO LIMITADO COMPARADO AO GOOGLE ASSISTENTE!,2,1,2.2.398067.0,2021-04-26 16:08:12
AMEI,1,0,2.2.398067.0,2021-04-26 12:54:47
LENTO DE MAIS,2,0,2.2.398067.0,2021-04-25 23:51:49
"IRRITANTE, MUITO LENTO.",1,0,2.2.395092.0,2021-04-25 10:01:22
NAO ENVIOU O CODIGO PRA MIM HORRIVEL ESSE APP,1,0,2.2.398067.0,2021-04-24 17:24:40
PODERIA FUNCIONAR SEM TER QUE MEXER NO APLICATIVO ALEXA.TIPO QUANDO ESTIVER NA TELA NORMAL DO CELULAR.E INCLUIR AUTOMATICAMENTE OS APLICATIVOS,1,1,2.2.398067.0,2021-04-24 16:06:50
PESSIMO...ATE HJ NAO CONFIGUREI NADA ...,1,0,2.2.398067.0,2021-04-24 11:29:42
"NAO ESTOU CONSEGUINDO COLOCAR MEUS SKILLS E PORTUGUES, SENDO QUE TODA MINHA CONFIGURACAO ESTA EM PORTUGUES E OS SKILLS FICA EM INGLES, COMO FACO PRA MUDAR?",2,1,2.2.398067.0,2021-04-24 09:27:32
SO FUNCIONA COM O APLICATIVO ABERTO,1,0,2.2.398067.0,2021-04-24 05:21:03
"MUITO COMPLEXA, N FUNCIONA SO FAZ-SE NECESSARIO INSTALACAO DE OUTROS PROGRAMAS. FICA COMPLICADO PORQUE TODAS AS VEZES REQUER UM E-MAIL DIFERENTE, SE O PROGRAMA USA-SE O MESMO ENDERECO ELETRONICO FICARIA BEM MELHOR.",1,4,2.2.398067.0,2021-04-23 20:11:23
O QUE ACONTECEU? RETIRARAM O TEMA ESCURO? FICOU PIOR SEM ELE,1,0,2.2.398067.0,2021-04-23 18:06:27
RUIM APLICATIVO NAO INTEDE NADA,1,0,2.2.398067.0,2021-04-23 08:04:59
BOSTA,1,0,2.2.398067.0,2021-04-23 05:52:12
NAO RESPONDE OS COMANDOS DE VOZ E O APP NAO E BEM CLARO QUANDO VOCE QUER EXCLUIR A SUA CONTA E QUALQUER COMANDO VAI LOGO PARA VERSAO PAGA,1,1,2.2.398067.0,2021-04-23 05:44:22
"AINDA ESTOU CONFIGURANDO... DEPOIS, DAREI A MINHA NOTA!!! ",1,0,2.2.398067.0,2021-04-23 05:38:24
NAO RESPONDE MAIS ,1,0,2.2.398067.0,2021-04-22 17:57:35
PAPO FURADO...NAO SAI DO LUGAR,1,0,2.2.395092.0,2021-04-22 10:20:21
"A ECHO DOT E PERFEITA, AGORA ESSE APLICATIVO ALEM DE LENTO, FALHA VARIAS VEZES DIZENDO QUE ESTA SEM CONEXAO COM A INTERNET, SENDO QUE ESTA EM UM EXCELENTE WI-FI, DECEPCIONANTE ISSO!",2,4,2.2.395092.0,2021-04-22 00:23:40
FRACO E INCONSTANTE. FALHA ATE MESMO COM PLAYLIST DO AMAZON PRIME MUSIC. E UM MONUMENTO A INCOMPETENCIA.,1,2,2.2.395092.0,2021-04-21 23:33:53
A CAPITACAO DE VOZ TA HORRIVEL,2,0,2.2.395092.0,2021-04-21 23:01:42
"APP MUITO LENTO. OS COMANDOS DEMORAM A RESPONDER. MODO KINDLE / AUDIO BOOK NAO DA NENHUMA OPCAO DE INTERACAO COM O APP. NAO CONSEGUE VISUALIZAR O QUE FALTA PARA ""LEITURA"", ADIANTAR OU VOLTAR O AUDIO SOMENTE POR 30 SEG. MESMO ASSIM TRAVANDO.",2,1,2.2.395092.0,2021-04-20 23:58:38
NAO CONECTA COM MEU CELULAR JA TENTEI DE TUDO.,1,0,2.2.395092.0,2021-04-20 19:42:04
"NAO FAZ LOGIN PRA ADD DISPOSITIVO, MESMO ESTANDO TUDO CERTO LOGIN/SENHA NAO ACESSA.. ""/",2,0,2.2.395092.0,2021-04-20 11:42:19
NAO CONSIGO CONECTAR MINHA LAMPADA INTELIGENTE DA BLITZWOLF POIS NAO TEM A SKILL DA BLITZWOLF NA LOJA DE SKILL,1,0,2.2.395092.0,2021-04-19 19:19:16
E MUITO BOM,1,0,2.2.395092.0,2021-04-19 19:16:22
A MAIORIA DAS SKILLS NAO FUNCIONAM DIREITO,1,0,2.2.395092.0,2021-04-19 18:58:01
A APP ESTA BUGADO EU ENTREI COM A CONTA DE E-MAIL E DEPOIS FUI ENTRAR A TELA FICOU AZUL ATE ESPEREI UNS 5 MINUTOS E NADA ESPERO QUE ARRUMEM ESSE BUG AI,2,0,2.2.395092.0,2021-04-18 16:07:37
NAO ESTA LENDO O LIVRO.... A FUNCAO DE REPRODUZIR CONTEUDOS ESTA TERRIVEL PARA MIM. ,1,0,2.2.395092.0,2021-04-18 14:12:06
NAO CONSIGO CRIAR CONTA,1,0,2.2.395092.0,2021-04-18 11:59:52
MUITO LENTO E PESADO,2,0,2.2.390493.0,2021-04-18 07:32:08
EXPLICATIVO NAO CONSEGUI COLOCAR NA MALLET,1,0,2.2.395092.0,2021-04-17 21:19:24
PESSIMO,2,0,2.2.395092.0,2021-04-17 16:27:01
"DEVE SER BOM PELOS COMENTARIOS MAIS INFELIZMENTE O MEU APP QUE BAIXEI NO CELULAR SO SERVIU MESMO PRA DESLIGAR, NAO CONSIGO FAZER OUTRA COISA QUE NAO SEJA APENAS DESLIGAR A TV UMA PENA",1,0,2.2.395092.0,2021-04-17 11:11:53
"GOSTO DA ALEXA , MAS TA FICANDO BURRA ,O APP PIOROU...AJUSTEM AI, QUANDO EU PERGUNTO OU MANDO ABRIR ,ELA PEDE PARA CONFIRMAR .",2,0,2.2.395092.0,2021-04-17 10:18:23
"NAO CONSIGO UTILIZAR O APP NO MEU KINDLE FIRE HD 6. APARECE DISPOSITIVO ON-LINE, POREM QUANDO VOU CRIAR UM CLIP DE VOZ ELE FALA PARA UTILIZAR OUTRO DISPOSITIVO.",2,0,2.2.372932.0,2021-04-17 03:05:34
ELA N FUNCIONA TRAVA TODO A HORA E N FAZ OQ EU MANDO,1,0,2.2.395092.0,2021-04-16 19:02:54
"MUITO RUIM EU N CONSIGO FALAR COM A ALEXA EU FIZ A CONTA DA MINHA VOZ E SEMPRE FALA Q DA ERRO MUITO RUIM, AVISO IMPORTANTE N ESTALEM ESSE APP ELES DEVEM SER MAUS MINHA CONTA FOI SENSURADA POR CAUSA DELE E ELES TIRARAM A FATURA DO CARTAO DO MEU PAI E MAE TOMEM CUIDADO N ESTALEM",1,0,2.2.395092.0,2021-04-16 18:22:29
"ACREDITO QUE DEVERIA TER MAIS OPCOES, COMO PODER SELECIONAR UMA PASTA NO COMPUTADOR OU ATE NO FACEBOOK PARA ELA PASSAR AS FOTOS ESPECIFICAS! EU PRESSIONO O BOTAO NO APP PARA FALAR COM A ALEXA MAS NAO FUNCIONA! DEVERIA TER NO MEU PROPRIO APP A PERMISSAO PARA CADASTRAR OUTRAS PESSOAS DE CASA QUE NAO TENHAM UM CELULAR.",2,19,2.2.395092.0,2021-04-16 12:24:18
"APP MUITO BUGADO. ELE DS UMAS TRAVADAS DO NADA, QUE DEMORAM UNS 10 SEGUNDOS PARA VOLTAR AO NORMAL, O APP TAMBEM E POUCO INTUITIVO, E ATE UM POUCO FEIO. MAS O APP FAZ O QUE ELE FOI FEITO PARA FAZER",2,1,2.2.395092.0,2021-04-16 11:52:15
"AO INVES DE EVOLUIR O APP SO DEMONSTRA SINAIS DE PIORA. MUITO LENTO AO PROCESSAR QUALQUER COMANDO, TRAVA COM FREQUENCIA, USABILIDADE RUIM, ETC.",1,1,2.2.395092.0,2021-04-16 08:39:40
"UM LIXO, AS MUSICAS TRAVAM O TEMPO TODO, ATE DESISTI DE FAZER A ASSINATURA",1,0,2.2.375370.0,2021-04-16 08:39:01
E UM APP TAO RAPIDO QUANTO UM CARAMUJO,1,0,2.2.394437.0,2021-04-16 00:43:03
COMPREI UM ECHODOT PREMIUM MAS NAO POSSO USA-LO PORQUE MEU APLICATIVO NAO CONSEGUE ENCONTRAR WI-FI. ALEM DISSO E MUITO LERDO E ENCERRA DO NADA.,1,1,2.2.395092.0,2021-04-15 03:00:44
"PODERIA TER A OPCAO DE RODAR O APP EM SEGUNDO PLANO. SO POSSO DAR ALGUM COMANDO COM O APP ABERTO, ISSO NAO E NEM UM POUCO ATRATIVO, POIS UTILIZO UMA LAMPADA QUE JA TEM O APLICATIVO PROPRIO. SE EU TIVER QUE ABRIR O APP DA ALEXA PARA UTILIZAR, POSSO USAR O APP DA LAMPADA QUE TERIA A MESMA FUNCAO. ACHO QUE A AMAZON TEM POTENCIAL E BONS DESENVOLVEDORES PARA FAZER O APP RODAR EM SEGUNDO PLANO E A ALEXA PODER ME OUVIR E ATENDER AS MINHAS NECESSIDADES SEM EU TER QUE ABRIR O APP PARA O MESMO.",2,50,2.2.395092.0,2021-04-14 17:09:00
A ALEXA NAO FALA MINHAS ROTINAS;FIZ A ROTINA E ELA NAO RESPONDE(TO TRISTE),2,0,2.2.394437.0,2021-04-14 14:17:07
"TRAVA MUITO E SEMPRE COM DIFICULDADE DE ENTENDER, A APARELHO ALEXA E MUITO BOM MAS ESSE APP DEIXA DESEJAR",1,0,2.2.394437.0,2021-04-14 08:16:04
PARA FICAR PERFEITO POR FAVOR COLOQUE A PARTE DE ROTINA MAS ACESSIVEL POIS ARRASTAR O ITEM PARA O ITEM TRES FICA IMPOSSIVEL PARA PESSOAS COM DEFICIENCIA VISUAL,1,0,2.2.394437.0,2021-04-13 23:37:05
"PODERIA TER ACESSO AO GOOGLE PODCASTS. POR MAIS QUE TENHA OUTRAS PLATAFORMAS, CADA PESSOA TEM A SUA PREFERIDA E PRA MIM A DO GOOGLE E A MELHOR PRA ORGANIZAR, RECEBER NOTIFICACAO DE NOVOS EPISODIOS E SABER QUAIS JA FORAM OUVIDOS. ALGUMAS SKILLS A ALEXA NAO CONSEGUE ABRIR, DIZ QUE ESTA COM PROBLEMAS PRA ABRIR NO MOMENTO (O MOMENTO JA DURA 2 MESES)",2,16,2.2.394437.0,2021-04-13 20:36:11
"SO FUNCIONA COM ELE ABERTO ,E MELHOR EU ABRI DIRETO O APP QUE QUERO ...",1,0,2.2.394437.0,2021-04-12 23:55:18
"O APLICATIVO DUPLICA MUITO OS APARELHOS PARA SE FAZER AUTOMACAO, CONFUNDE MUITO",2,2,2.2.347119.0,2021-04-12 20:14:03
MUITO LENTO,1,0,2.2.394437.0,2021-04-12 17:21:11
SIMPLESMENTE NAO CAPTA O AUDIO. NAO ME ESCUTA.,1,0,2.2.394437.0,2021-04-12 13:45:51
PESSIMO DESEMPENHO E ORGANIZACAO,1,0,2.2.394437.0,2021-04-12 12:12:56
TEM MUITOOOOOOO A MELHORAR.,1,0,2.2.371484.0,2021-04-12 01:02:56
ESTA ENTENDENDO TUDO ERRADO,2,0,2.2.394437.0,2021-04-11 22:56:55
APP HORRIVEL,1,0,2.2.394437.0,2021-04-11 16:53:01
TENHO UM MOTO ONE MACRO E ELE FICA PENDENTE E NAO BAIXA,2,0,2.2.394437.0,2021-04-11 16:34:28
OLHA MUITO RUIM EU BAIXEI HJ AGORA E NAO DO CONSEGINDO ENTRA SE PUDESSE EU DARIA ZERO ESTRELA MAIS OK,1,0,2.2.394437.0,2021-04-10 23:30:45
DEVERIA LIBERAR AS FUNCOES QUE EXISTEM NOS E.U.AS. SO FALTA ISSO.,2,1,2.2.394437.0,2021-04-10 19:32:37
FALA PARA TENTAR MAIS TARDE O TEMPO TODO. GOOGLE E SIRI SAO MIL X MELHOR,1,0,2.2.394437.0,2021-04-10 17:52:36
"NAO TENHO CONTA AINDA E NAO CONSIGO ENTRAR,ENTAO NAO MERECE NENHUMA ESTRELA.",1,0,2.2.394437.0,2021-04-10 10:00:11
TRAVA MUITO,1,0,2.2.394437.0,2021-04-10 07:29:27
MEU APLICATIVO ESTA EM INGLES JA MUDEI VARIAS VEZES MAIS NUNCA FICA EM PORTUGUES HORRIVEL USA-LO ASSIM,1,0,2.2.394437.0,2021-04-10 07:07:04
"E UM APLICATIVO EXTREMAMENTE PESADO E TRAVA MUITO. MAS O QUE MAIS ME IRRITA E NAO PODER CONFIGURAR MEU DISPOSITIVO ECHO PORQUE ELE NAO ALTERA A REDE WI-FI. QUANDO CLICO EM CIMA DE ""ALTERAR"" NADA ACONTECE.",1,2,2.2.394437.0,2021-04-09 21:55:42
O PP E MUITO RUIM,1,0,2.2.394437.0,2021-04-09 10:37:37
"TANTO A ALEXA O ECHO DOT SAO MUITO BONS, O QUE DEIXA A DESEJAR E O LAYOUT E LENTIDAO DO APLICATIVO. COLOQUEM ELE EM UM SERVIDOR MELHOR DE INICIO.",2,1,2.2.394437.0,2021-04-09 02:31:41
EM ANALISE,1,0,2.2.394437.0,2021-04-08 23:00:43
E MUITO LENTO. PARECE UM BOICOTE DO GOOGLE PARA COM SEU CONCORRENTE EM CASA INTELIGENTE.,2,0,2.2.394437.0,2021-04-08 20:19:57
"NAO FUNCIONA NO SAMSUNG S20. NAO CONSIGO CRIAR UM PERFIL DE VOZ, POIS ALEGA QUE O DISPOSITIVO NAO E COMPATIVEL. LAMENTAVEL.",1,0,2.2.394437.0,2021-04-08 09:13:49
NAO TEM BARRA DE BUSCA. QUANTIDADE DE MUSICAS DE HEAVY METAL MUITO LIMITADA.,2,0,2.2.394437.0,2021-04-07 22:35:51
NAO RECONHECE TVS PHILIPS COM ANDROID TV QUE SAO RECONHECIDAS NATVIAMENTE PELO GOOGLE HOME.,2,0,2.2.394437.0,2021-04-07 18:31:40
"A ULTIMA ATUALIZACAO ESTRAGOU O APLICATIVO, QUE NAO ERA UM DOS MELHORES.",1,0,2.2.394437.0,2021-04-07 16:56:02
"APP NAO ABRE, NAO FUNCIONA, NADA QUE EU FACO DA CERTO !",1,0,2.2.394437.0,2021-04-07 12:27:53
EXTREMAMENTE LENTO!,1,0,2.2.394437.0,2021-04-06 21:06:41
"HORRIVEL. APLICATIVO MUITO LENTO L. DEMORA A RESPONDER. ELE TEM UM SISTEMA MUITO PESADO. E OLHA QUE MEU CELULAR TEM JOGOS E APLICATIVOS BEM MAIS PESADOS QUE ELE, AFINAL O ALEXA APP NEM E TAO PESADO ASSIM. MAS ESSE TRAVA MUITO, MUITO LENTO",1,3,2.2.394437.0,2021-04-06 12:45:33
"ODIEI O APP,HORRIVEL,A LUZ LARANJA NEM APARECE ESSE APP FICA FALANDO O DIA INTEIRO NA NOSSA CABECA ODEIO ZEROOOOO",1,0,2.2.394437.0,2021-04-06 11:51:06
"TODA VEZ QUE EU APERTO PARA FALAR OU FALAR ALGUMA COISA ELA FALA QUE E PARA EU TENTAR MAS TARDE, ENTAO ABRE NAO TA FUNCIONANDO DIREITO TEM QUE ATUALIZAR ISSO MEU CELULAR E UM J2 CORE, E EU SO BAIXEI O APP PARA TENTAR CONECTAR NA MINHA TELEVISAO E MESMO ASSIM NAO VI NENHUMA OPCAO PARA TA CONECTANDO, PARA MIM O APP NAO FUNCIONA, A MAIORIA DAS COISAS EU NAO CONSIGO APLICAR",1,53,2.2.394437.0,2021-04-05 20:15:57
APLICATIVO EXTREMAMENTE LENTO E OLHA QUE TENHO UM BOM CELULAR,1,0,2.2.394437.0,2021-04-05 10:08:29
NAO CONSIGO LOGAR MINHA CONTA APOS O DOWNLOAD. APARECE UMA MENSAGEM DIZENDO QUE NAO TEM CONEXAO COM A REDE. TEM CONEXAO TANTO WIFI QUANTO 4G.,1,0,2.2.394437.0,2021-04-04 22:27:58
"APP EXTREMAMENTE LENTO, MUITO MAL OTIMIZADO PARA ANDROID.",1,0,2.2.394437.0,2021-04-04 21:50:53
PIOR APLICATIVO A ALEXA NAO CONVERSA COM A GENTE,1,0,2.2.394437.0,2021-04-04 20:36:55
NUNCA CONSEGUI USAR O RECONHECIMENTO DE VOZES. O SERVICO SEMPRE FICA COMO INDISPONIVEL QUANDO EU TENTO ABRIR A FUNCAO PRA GRAVAR A VOZ.,1,0,2.2.375370.0,2021-04-03 13:59:10
A APLICACAO NAO ESTA EM PORTUGUES DO BRASIL . ESTA EM INGELES E PORTUGUES .. COMO RESOLVO ISSO ?,1,0,2.2.394437.0,2021-04-03 10:43:41
"EU ATE QUE GOSTAVA DA ALEXA, POREM NO CELULAR ELA E MEIO ""BURRINHA"" ATE HOJE NAO CONSEGUI FAZER UMA PESQUISA NO GOOGLE ATRAVES DELA. FORA O FATO DELA NAO RECONHECER A VOZ FORA DO APP, GENTE 2021 NE, A GOOGLE ASSISTENTE FAZ ISSO A UM BOM TEMPO. TIRANDO ISSO A VERSAO FISICA DELA E MUITO BOA, POREM COMO EU NAO TENHO MAIS... FICA DIFICIL NE",2,1,2.2.390493.0,2021-04-03 09:36:21
IMPOSSIVEL NUNCA CONSIGO FAZER MINHA CONTA,1,0,2.2.394437.0,2021-04-02 19:46:48
ALEXA BOMMMMM,1,0,2.2.394437.0,2021-04-02 12:19:31
"TENHO UM ECHODOT3, DO NADA PERDEU A CONEXAO COM INTERNET, O APLICATIVO ALEXA DIZ ERRO DE CONEXAO, MINHA INTERNET ESTA NORMAL COM CERCA DE 50MB/S. DIFICIL VIU... QUASE TODAS AS LUZES DEPENDE DESSE UNICO APARELHO PRA FUNCIONAR POR VOZ...",2,3,2.2.394437.0,2021-04-02 08:49:23
"HORRIVEL PARA ACESSAR AI QUE ODIO EU BOTO A MINHA CONTA AI VAI PRA ESCREVER UM BAGULHO LA AI VOLTA TUDO DENOVOOOOOOO,HAAAAAAAAAA ODIO, AAAAAAAA ,HAAAAAAAAAAAA,HUUUUUUUM",1,0,2.2.394437.0,2021-04-01 22:06:13
NAO SABIA QUE A INTENCAO DA AMAZON E APENAS FATURAR. PAGUEI MAIS DE 400 REAIS POR UM APARELHO QUE E UMA MAQUINA DE FATURAR PARA A AMAZON.,1,0,2.2.390493.0,2021-04-01 21:18:46
SO NAO DOU 4 A 5 ESTRELAS PORQUE ALEXA NAO QUER ABRIR O COMANDO DE RECOMENDAR ANIME ISSO QUE EU TA MAIS PRECISANDO ,2,0,2.2.390493.0,2021-04-01 14:13:21
"O APLICATIVO E MUITO BOM, SUPER INTUITIVO. POREM APENAS DEIXOU A DESEJAR QUE ESTA UM POUCO LENTO NO MEU CELULAR, E TRAVANDO EM ALGUNS MOMENTOS.",2,1,2.2.375370.0,2021-04-01 13:51:19
"NAO E MUITO INTUITIVO PARA MEXER. DEVERIA TER OPCOES MAIS CLARAS, COMO POR EXEMPLO, FACILIDADE PARA SE PEDIR UMA MUSICA E ESCOLHER AONDE A MESMA SERA REPRODUZIDA. DEVERIA TER UM BOTAO PARA LIMPAR A LISTA DE REPRODUCAO, ASSIM COMO ULTIMAS ACOES FEITAS. NO GERAL, NAO ACHO ESSE APLICATIVO PRATICO. MUITAS COISAS TEM QUE FICAR ""CACANDO"", O QUE E BEM CHATO.",2,31,2.2.390493.0,2021-03-31 18:26:36
BUGADA E NAO FUNCIONA MUITO BEM! NAO INSTALE!,1,0,2.2.394437.0,2021-03-30 23:51:42
ACHO BEM LENTO...,2,0,2.2.390493.0,2021-03-30 20:03:58
TEMPO DE RESPOSTA AO TOQUE DO APLICATIVO MUITO RUIM...,2,0,2.2.390493.0,2021-03-30 08:58:40
COMPLICADO DE MAIS PARA REALIZAR COISA SIMPLES.,1,0,2.2.390493.0,2021-03-29 14:16:20
NAO CONSIGO MOSTRAR MINHAS FOTOS... SEJA DO FACEBOOK OU DO AMAZON PHOTOS,1,0,2.2.390493.0,2021-03-29 13:24:37
"EXTREMAMENTE LENTO E NAO SAI DA TELA DE ""TENTE DROP UM ENTRE DISPOSITIVOS DE...""",1,0,2.2.390493.0,2021-03-28 19:32:04
BUG: QD PECO PARA REPRODUZIR UMA ROTINA A ALEXA EXECUTA UMA MUSICA.,2,0,2.2.390493.0,2021-03-28 19:11:49
"SE VOCE TEM DUAS PESSOA EM CASA E TEM INTERESSE EM CONFIGURAR O SEU DISPOSITIVO ALEXA COM AS DUAS CONTAS... COM SEUS RESPECTIVOS CALENDARIOS... ESQUECA!!! SIMPLEMENTE A AMAZON NAO DISPONIBILIZA O SERVICO AMAZON NO BRASIL. UM ABSURDO! UMA GRANDE MANCADA QUE FACAM COM QUE CLIENTES COMO EU (USO VARIOS SERVICOS DA AMAZON... AMAZON PRIME VIDEO, TENHO DOIS KINDLES EM CASA...) QUEIRAM SE AFASTAR DA EMPRESA.",1,0,2.2.390493.0,2021-03-28 12:06:20
PQ A LEITURA DA ALEXA SEMPRE FICA REPETINDO A LEITURA E NAO CONSEGUE IR ADIANTE? ESSA SKILL E QUASE INUTIL,2,0,2.2.390493.0,2021-03-28 10:01:43
LIXOOOOO,1,0,2.2.390493.0,2021-03-27 20:34:29
"MEU APLICATIVO DEMORA MUITO PARA ENTRAR, NUNCA CONSIGO.",2,0,2.2.390493.0,2021-03-27 08:31:12
COMPLICADO DEMAIS,1,0,2.2.390493.0,2021-03-26 22:28:58
TENHO ASSINATURA YOUTUBE MUSIC E NAO TEM A SKILL,1,0,2.2.390493.0,2021-03-26 07:42:24
"USO MAIS O APP PARA GERENCIAR A LISTA DE TAREFAS (POIS PASSO O DIA PEDINDO PRA ALEXA ADICIONAR COISAS RS) MAS ELE E MUUUITO LENTO....TRAVA MUITO, ATE ME ASSUSTEI AO VER QUE O APP NAO E TAO BOM QUANTO A PROPRIA ALEXA! POR FAVOR MELHOREM ESSA AGILIDADE DE ABRIR E CARREGAR O APP,ABRIR LISTA DE TAREFAS, CARREGAR O COMANDO DE VOZ DO APP. MEU CEL EH SAMSUNG J8",2,63,2.2.390493.0,2021-03-25 22:39:49
"TRAVA MUITO, E LENTO. AS OPCOES DE ROTINA NAO ME PERMITEM ADICIONAR OS PLUGS INTELIGENTES. O MODO CONTINUIDADE ESTA ATIVADO MAS NAO FUNCIONA. TEM MUITO O QUE MELHORAR.",2,1,2.2.390493.0,2021-03-25 22:03:46
"MUDEI DE IDEIA, ESSE APLICATIVO NAO PRESTA, EU PENSAVA QUE O SISTEMA ERA INTELIGENTE DE COMECO",1,0,2.2.390493.0,2021-03-25 21:35:57
"TOTALMENTE BUGADOO, O ARREPENDIMENTO DE NAO TER PEGO O GOOGLE ASSISTENTE E MUITO GRANDE",1,0,2.2.390493.0,2021-03-25 21:02:07
UM LIXOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,1,0,2.2.390493.0,2021-03-25 16:38:11
AINDA EM ANALISE,2,0,2.2.390493.0,2021-03-25 11:03:52
NAO GOSTEI PEDE MUITO DADOS PESSOAIS,1,0,2.2.390493.0,2021-03-24 14:33:59
MUITO MAL,1,0,2.2.390493.0,2021-03-24 11:05:51
"24/03//21: AO SALVAR O LEMBRETE NO CELULAR, APOS EDICAO DE NOVA DATA OU DE INTERVALO (REPETIR EM), SEMPRE DA ERRO C/ A INFORMACAO ""NAO FOI POSSIVEL ATUALIZAR O LEMBRETE.."". CONSERTEM. [ASUS ZENFONE MAX PRO M2 - ANDROID 9.X] 24/03//21: JA HA ALGUM TEMPO, ALEXA ESTA FAZENDO CHAMADAS DE VOZ AO USAR ""ALEXA, LIGAR XXX"". SE ASSIM O QUISESSE, USARIA O COMANDO ""ALEXA, CHAMAR XXX"". CONSERTEM. 13/12//19: TA UMA DESGRACA! APP TRAVA LOGO AO ABRIR. NENHUMA ACAO, NADA! [ASUS ZENFONE 2 - ANDROID 5.X]",2,10,2.2.390493.0,2021-03-24 11:00:12
O APP NAO ABRE! APARECE MENSAGEM DE ERRO FREQUENTEMENTE.,1,0,2.2.390493.0,2021-03-24 06:54:08
NAO CHEGA O CODIGO!!! '-',1,0,2.2.390493.0,2021-03-23 19:22:58
VOU NEM DIZER NADA,2,0,2.2.390493.0,2021-03-23 10:15:04
APLICATIVO LENTO FURADO NAO ABAIXE ESSE LIXO QUE PRA MIM NAO INVINHA E MAIL LIXO,1,0,2.2.390493.0,2021-03-23 08:54:38
"A MINHA APLICACAO NAO ESTA A FUNCIONAR HOJE NEM MESMO A DA AMAZON E ESTA A TRAVAR OUTRAS APPS TAMBEM, ESTA SEMPRE A DAR ERRO PARA ABRIR. QUANDO CORRIGIREM EU VOLTO E DOU OUTRA NOTA!",1,1,2.2.390493.0,2021-03-23 06:38:16
"PAROU DE FUNCIONAR, EU PRECISO DESLIGAR A LUZ DO MEU QUARTO E VOU TER QUE LEVANTAR DA CAMA E DESLIGAR NO INTERRUPTOR. DE VIDA INTELIGENTE DE VOLTA PRA VIDA NAS CAVERNAS ",1,0,2.2.390493.0,2021-03-23 02:24:43
"RESOLVI AVALIAR HJ, PQ O APLICATIVO NAO ESTA FUNCIONANDO NEM ENTRANDO, TOH CONECTADO A REDE WI-FI MAIS NAO TENHO RESPOSTA NEM DO APLICATIVO NEM DO MEU ECHO DOT, NADA FUNCIONA. SE RESOLVEREM O PROBLEMA VOLTO AQUI E FACO UMA NOVA AVALIACAO",1,2,2.2.390493.0,2021-03-23 02:14:12
APP APRESENTA FALHA CONSTANTE. TRAVOU OUTROS APP,1,0,2.2.390493.0,2021-03-23 00:33:52
TEM FALHADO E SE CONFUNDIDO MUITO. QUANDO ESTABILIZAR AVALIO MELHOR,2,0,2.2.390493.0,2021-03-22 23:36:20
APP NAO ESTA FUNCIONANDO!,1,0,2.2.390493.0,2021-03-22 22:32:03
"O APP SIMPLESMENTE NAO QUER ABRIR MAIS. ELE MUITO MAL OTIMIZADO, NAO RECOMENDO!",1,2,2.2.390493.0,2021-03-22 21:51:42
NAO ESTA FUNCIONANDO,2,1,2.2.390493.0,2021-03-22 21:23:08
"POUCO AMIGAVEL, MTOS BUGS",2,0,2.2.390493.0,2021-03-21 15:14:48
"EU GOSTO MUITO DA ALEXA, E ESTOU AUTOMATIZANDO MINHA CASA, MAIS O APP E MUITO LENTO E POUCO INTUITIVO. ACHO QUE A AMAZON PODERIA MELHORAR O APP NESTE QUESITO. MEU SMARTPHONE E UM SAMSUNG NOTE 20.. MUITO RAPIDO. MAIS NO APP DA AMAZON ELE NAO E...",2,4,2.2.390493.0,2021-03-21 11:39:36
E MUITO LENTO O APP PARA ANDROID,1,0,2.2.390493.0,2021-03-21 10:41:35
DEMORA MUITO PARA ABRIR CADA VEZ QUE CLICA EM UM BOTAO. JA ELTETEI EM APARELHOS DIFERENTES E E IGUALMENTE DEVAGAR. NAO DA NENHUMA VONTADE DE USAR O APP DE TAO LENTO QUE E.,1,3,2.2.390493.0,2021-03-21 10:23:15
"PODIA RESPONDER MESMO COM A TELA APAGADA, E NAO SO QUANDO ABRIR O APK",2,0,2.2.384932.0,2021-03-21 05:18:54
MUITO BOM PENA NAO FUNCIONAR COM A TELA BLOQUEADA,2,0,2.2.390493.0,2021-03-21 01:09:37
